order_id,order_date,item_name,category,price,day_of_week,month
1265,2023-01-22,French Fries,American,7.0,6,1
1265,2023-01-22,Eggplant Parmesan,Italian,16.95,6,1
1266,2023-01-22,Hamburger,American,12.95,6,1
1266,2023-01-22,Veggie Burger,American,10.5,6,1
1267,2023-01-22,Salmon Roll,Asian,14.95,6,1
1268,2023-01-22,Korean Beef Bowl,Asian,17.95,6,1
1268,2023-01-22,Chicken Burrito,Mexican,12.95,6,1
1268,2023-01-22,French Fries,American,7.0,6,1
1269,2023-01-22,Steak Tacos,Mexican,13.95,6,1
1270,2023-01-22,Eggplant Parmesan,Italian,16.95,6,1
1271,2023-01-22,Tofu Pad Thai,Asian,14.5,6,1
1271,2023-01-22,California Roll,Asian,11.95,6,1
1271,2023-01-22,Mac & Cheese,American,7.0,6,1
1272,2023-01-22,Veggie Burger,American,10.5,6,1
1272,2023-01-22,Mushroom Ravioli,Italian,15.5,6,1
1273,2023-01-22,Orange Chicken,Asian,16.5,6,1
1274,2023-01-22,Hamburger,American,12.95,6,1
1274,2023-01-22,Hamburger,American,12.95,6,1
1274,2023-01-22,Cheeseburger,American,13.95,6,1
1274,2023-01-22,Hot Dog,American,9.0,6,1
1274,2023-01-22,Veggie Burger,American,10.5,6,1
1274,2023-01-22,Tofu Pad Thai,Asian,14.5,6,1
1274,2023-01-22,Spaghetti & Meatballs,Italian,17.95,6,1
1274,2023-01-22,Korean Beef Bowl,Asian,17.95,6,1
1274,2023-01-22,Meat Lasagna,Italian,17.95,6,1
1274,2023-01-22,Steak Torta,Mexican,13.95,6,1
1274,2023-01-22,Chicken Parmesan,Italian,17.95,6,1
1274,2023-01-22,French Fries,American,7.0,6,1
1274,2023-01-22,Eggplant Parmesan,Italian,16.95,6,1
1275,2023-01-22,Meat Lasagna,Italian,17.95,6,1
1276,2023-01-22,Meat Lasagna,Italian,17.95,6,1
1277,2023-01-22,Tofu Pad Thai,Asian,14.5,6,1
1277,2023-01-22,Chips & Guacamole,Mexican,9.0,6,1
1278,2023-01-22,Hamburger,American,12.95,6,1
1278,2023-01-22,Chicken Parmesan,Italian,17.95,6,1
1278,2023-01-22,French Fries,American,7.0,6,1
1278,2023-01-22,Potstickers,Asian,9.0,6,1
1279,2023-01-22,Chips & Salsa,Mexican,7.0,6,1
1279,2023-01-22,Chips & Salsa,Mexican,7.0,6,1
1280,2023-01-22,Spaghetti & Meatballs,Italian,17.95,6,1
1281,2023-01-22,Steak Torta,Mexican,13.95,6,1
1282,2023-01-22,Orange Chicken,Asian,16.5,6,1
1282,2023-01-22,Edamame,Asian,5.0,6,1
1283,2023-01-22,Veggie Burger,American,10.5,6,1
1283,2023-01-22,Tofu Pad Thai,Asian,14.5,6,1
1283,2023-01-22,Chicken Burrito,Mexican,12.95,6,1
1283,2023-01-22,Chips & Salsa,Mexican,7.0,6,1
1284,2023-01-22,Cheeseburger,American,13.95,6,1
1284,2023-01-22,Korean Beef Bowl,Asian,17.95,6,1
1285,2023-01-22,Edamame,Asian,5.0,6,1
1285,2023-01-22,Shrimp Scampi,Italian,19.95,6,1
1286,2023-01-22,Korean Beef Bowl,Asian,17.95,6,1
1286,2023-01-22,Edamame,Asian,5.0,6,1
1287,2023-01-22,Tofu Pad Thai,Asian,14.5,6,1
1288,2023-01-22,Hot Dog,American,9.0,6,1
1289,2023-01-22,Hamburger,American,12.95,6,1
1289,2023-01-22,Tofu Pad Thai,Asian,14.5,6,1
1290,2023-01-22,Hamburger,American,12.95,6,1
1290,2023-01-22,Salmon Roll,Asian,14.95,6,1
1290,2023-01-22,Chips & Salsa,Mexican,7.0,6,1
1290,2023-01-22,Potstickers,Asian,9.0,6,1
1291,2023-01-22,California Roll,Asian,11.95,6,1
1291,2023-01-22,Edamame,Asian,5.0,6,1
1291,2023-01-22,Chips & Salsa,Mexican,7.0,6,1
1291,2023-01-22,Potstickers,Asian,9.0,6,1
1292,2023-01-22,Spaghetti,Italian,14.5,6,1
1292,2023-01-22,Korean Beef Bowl,Asian,17.95,6,1
1293,2023-01-22,Salmon Roll,Asian,14.95,6,1
1294,2023-01-22,Korean Beef Bowl,Asian,17.95,6,1
1294,2023-01-22,Meat Lasagna,Italian,17.95,6,1
1295,2023-01-22,Cheeseburger,American,13.95,6,1
1295,2023-01-22,Cheeseburger,American,13.95,6,1
1295,2023-01-22,Chicken Burrito,Mexican,12.95,6,1
1296,2023-01-22,Hot Dog,American,9.0,6,1
1296,2023-01-22,Spaghetti & Meatballs,Italian,17.95,6,1
1297,2023-01-22,Tofu Pad Thai,Asian,14.5,6,1
1297,2023-01-22,Cheese Lasagna,Italian,15.5,6,1
1297,2023-01-22,Steak Torta,Mexican,13.95,6,1
1297,2023-01-22,Chips & Salsa,Mexican,7.0,6,1
1298,2023-01-22,Spaghetti,Italian,14.5,6,1
1298,2023-01-22,California Roll,Asian,11.95,6,1
1299,2023-01-22,Chicken Burrito,Mexican,12.95,6,1
1299,2023-01-22,Edamame,Asian,5.0,6,1
1299,2023-01-22,Steak Torta,Mexican,13.95,6,1
1300,2023-01-22,Edamame,Asian,5.0,6,1
1300,2023-01-22,Mac & Cheese,American,7.0,6,1
1301,2023-01-22,Hamburger,American,12.95,6,1
1301,2023-01-22,Tofu Pad Thai,Asian,14.5,6,1
1301,2023-01-22,French Fries,American,7.0,6,1
1302,2023-01-22,Korean Beef Bowl,Asian,17.95,6,1
1302,2023-01-22,Korean Beef Bowl,Asian,17.95,6,1
1303,2023-01-22,Orange Chicken,Asian,16.5,6,1
1303,2023-01-22,Mushroom Ravioli,Italian,15.5,6,1
1303,2023-01-22,Mushroom Ravioli,Italian,15.5,6,1
1303,2023-01-22,Steak Burrito,Mexican,14.95,6,1
1304,2023-01-22,Edamame,Asian,5.0,6,1
1305,2023-01-22,Steak Torta,Mexican,13.95,6,1
1306,2023-01-22,Spaghetti,Italian,14.5,6,1
1306,2023-01-22,Mac & Cheese,American,7.0,6,1
1307,2023-01-22,Chicken Tacos,Mexican,11.95,6,1
1308,2023-01-22,Steak Tacos,Mexican,13.95,6,1
1309,2023-01-22,Tofu Pad Thai,Asian,14.5,6,1
1310,2023-01-22,Cheeseburger,American,13.95,6,1
1310,2023-01-22,Chicken Parmesan,Italian,17.95,6,1
1311,2023-01-22,Spaghetti,Italian,14.5,6,1
1311,2023-01-22,French Fries,American,7.0,6,1
1312,2023-01-22,Chicken Parmesan,Italian,17.95,6,1
1313,2023-01-22,Edamame,Asian,5.0,6,1
1314,2023-01-22,Tofu Pad Thai,Asian,14.5,6,1
1314,2023-01-22,California Roll,Asian,11.95,6,1
1314,2023-01-22,Eggplant Parmesan,Italian,16.95,6,1
1315,2023-01-22,Chicken Torta,Mexican,11.95,6,1
1315,2023-01-22,Shrimp Scampi,Italian,19.95,6,1
1316,2023-01-22,California Roll,Asian,11.95,6,1
1317,2023-01-22,French Fries,American,7.0,6,1
1318,2023-01-22,Chicken Burrito,Mexican,12.95,6,1
1318,2023-01-22,French Fries,American,7.0,6,1
1319,2023-01-22,Edamame,Asian,5.0,6,1
1319,2023-01-22,Steak Burrito,Mexican,14.95,6,1
1319,2023-01-22,Shrimp Scampi,Italian,19.95,6,1
1320,2023-01-22,Spaghetti,Italian,14.5,6,1
1320,2023-01-22,Mac & Cheese,American,7.0,6,1
1321,2023-01-23,Spaghetti,Italian,14.5,0,1
1321,2023-01-23,California Roll,Asian,11.95,0,1
1321,2023-01-23,Steak Burrito,Mexican,14.95,0,1
1322,2023-01-23,Cheeseburger,American,13.95,0,1
1322,2023-01-23,Steak Burrito,Mexican,14.95,0,1
1323,2023-01-23,Spaghetti,Italian,14.5,0,1
1323,2023-01-23,Korean Beef Bowl,Asian,17.95,0,1
1323,2023-01-23,Korean Beef Bowl,Asian,17.95,0,1
1323,2023-01-23,Pork Ramen,Asian,17.95,0,1
1323,2023-01-23,Mushroom Ravioli,Italian,15.5,0,1
1323,2023-01-23,Salmon Roll,Asian,14.95,0,1
1323,2023-01-23,Steak Torta,Mexican,13.95,0,1
1323,2023-01-23,Mac & Cheese,American,7.0,0,1
1323,2023-01-23,Potstickers,Asian,9.0,0,1
1324,2023-01-23,Steak Tacos,Mexican,13.95,0,1
1324,2023-01-23,California Roll,Asian,11.95,0,1
1324,2023-01-23,Chicken Torta,Mexican,11.95,0,1
1325,2023-01-23,Tofu Pad Thai,Asian,14.5,0,1
1325,2023-01-23,Mushroom Ravioli,Italian,15.5,0,1
1325,2023-01-23,Salmon Roll,Asian,14.95,0,1
1326,2023-01-23,Hot Dog,American,9.0,0,1
1326,2023-01-23,Spaghetti & Meatballs,Italian,17.95,0,1
1327,2023-01-23,Meat Lasagna,Italian,17.95,0,1
1328,2023-01-23,Hamburger,American,12.95,0,1
1329,2023-01-23,Steak Burrito,Mexican,14.95,0,1
1330,2023-01-23,Orange Chicken,Asian,16.5,0,1
1330,2023-01-23,Fettuccine Alfredo,Italian,14.5,0,1
1331,2023-01-23,Salmon Roll,Asian,14.95,0,1
1331,2023-01-23,Chicken Torta,Mexican,11.95,0,1
1331,2023-01-23,French Fries,American,7.0,0,1
1332,2023-01-23,Salmon Roll,Asian,14.95,0,1
1333,2023-01-23,Spaghetti & Meatballs,Italian,17.95,0,1
1333,2023-01-23,Salmon Roll,Asian,14.95,0,1
1334,2023-01-23,Spaghetti & Meatballs,Italian,17.95,0,1
1335,2023-01-23,Cheese Quesadillas,Mexican,10.5,0,1
1336,2023-01-23,Edamame,Asian,5.0,0,1
1337,2023-01-23,Orange Chicken,Asian,16.5,0,1
1338,2023-01-23,Chicken Burrito,Mexican,12.95,0,1
1338,2023-01-23,Chicken Torta,Mexican,11.95,0,1
1339,2023-01-23,Orange Chicken,Asian,16.5,0,1
1339,2023-01-23,Meat Lasagna,Italian,17.95,0,1
1340,2023-01-23,Spaghetti,Italian,14.5,0,1
1340,2023-01-23,Spaghetti & Meatballs,Italian,17.95,0,1
1340,2023-01-23,Fettuccine Alfredo,Italian,14.5,0,1
1340,2023-01-23,Pork Ramen,Asian,17.95,0,1
1340,2023-01-23,Chips & Salsa,Mexican,7.0,0,1
1340,2023-01-23,Shrimp Scampi,Italian,19.95,0,1
1341,2023-01-23,Hot Dog,American,9.0,0,1
1341,2023-01-23,Tofu Pad Thai,Asian,14.5,0,1
1341,2023-01-23,Spaghetti & Meatballs,Italian,17.95,0,1
1341,2023-01-23,Pork Ramen,Asian,17.95,0,1
1342,2023-01-23,Cheeseburger,American,13.95,0,1
1343,2023-01-23,French Fries,American,7.0,0,1
1344,2023-01-23,Spaghetti,Italian,14.5,0,1
1345,2023-01-23,Mushroom Ravioli,Italian,15.5,0,1
1345,2023-01-23,Shrimp Scampi,Italian,19.95,0,1
1346,2023-01-23,Spaghetti & Meatballs,Italian,17.95,0,1
1346,2023-01-23,French Fries,American,7.0,0,1
1347,2023-01-23,Hamburger,American,12.95,0,1
1347,2023-01-23,Spaghetti & Meatballs,Italian,17.95,0,1
1347,2023-01-23,Korean Beef Bowl,Asian,17.95,0,1
1348,2023-01-23,French Fries,American,7.0,0,1
1349,2023-01-23,Chips & Salsa,Mexican,7.0,0,1
1349,2023-01-23,Eggplant Parmesan,Italian,16.95,0,1
1350,2023-01-23,Cheeseburger,American,13.95,0,1
1350,2023-01-23,Edamame,Asian,5.0,0,1
1351,2023-01-23,Chicken Burrito,Mexican,12.95,0,1
1351,2023-01-23,California Roll,Asian,11.95,0,1
1352,2023-01-23,Mushroom Ravioli,Italian,15.5,0,1
1352,2023-01-23,Edamame,Asian,5.0,0,1
1352,2023-01-23,Chicken Parmesan,Italian,17.95,0,1
1353,2023-01-23,Hamburger,American,12.95,0,1
1353,2023-01-23,Tofu Pad Thai,Asian,14.5,0,1
1354,2023-01-23,Mushroom Ravioli,Italian,15.5,0,1
1355,2023-01-23,Korean Beef Bowl,Asian,17.95,0,1
1355,2023-01-23,Edamame,Asian,5.0,0,1
1356,2023-01-23,Steak Torta,Mexican,13.95,0,1
1356,2023-01-23,Chips & Salsa,Mexican,7.0,0,1
1357,2023-01-23,Orange Chicken,Asian,16.5,0,1
1357,2023-01-23,Chips & Salsa,Mexican,7.0,0,1
1358,2023-01-23,Cheeseburger,American,13.95,0,1
1359,2023-01-23,Steak Burrito,Mexican,14.95,0,1
1360,2023-01-23,Mac & Cheese,American,7.0,0,1
1361,2023-01-23,Edamame,Asian,5.0,0,1
1361,2023-01-23,Chicken Parmesan,Italian,17.95,0,1
1362,2023-01-23,Hamburger,American,12.95,0,1
1362,2023-01-23,Chicken Burrito,Mexican,12.95,0,1
1363,2023-01-23,Meat Lasagna,Italian,17.95,0,1
1363,2023-01-23,Salmon Roll,Asian,14.95,0,1
1363,2023-01-23,Mac & Cheese,American,7.0,0,1
1363,2023-01-23,Eggplant Parmesan,Italian,16.95,0,1
1364,2023-01-23,Hamburger,American,12.95,0,1
1364,2023-01-23,Orange Chicken,Asian,16.5,0,1
1364,2023-01-23,Pork Ramen,Asian,17.95,0,1
1365,2023-01-23,Mac & Cheese,American,7.0,0,1
1366,2023-01-23,Edamame,Asian,5.0,0,1
1366,2023-01-23,Chicken Torta,Mexican,11.95,0,1
1367,2023-01-23,California Roll,Asian,11.95,0,1
1367,2023-01-23,Steak Burrito,Mexican,14.95,0,1
1367,2023-01-23,Steak Burrito,Mexican,14.95,0,1
1367,2023-01-23,Steak Torta,Mexican,13.95,0,1
1368,2023-01-23,Hamburger,American,12.95,0,1
1368,2023-01-23,French Fries,American,7.0,0,1
1369,2023-01-23,Spaghetti,Italian,14.5,0,1
1369,2023-01-23,Spaghetti & Meatballs,Italian,17.95,0,1
1370,2023-01-23,California Roll,Asian,11.95,0,1
1370,2023-01-23,California Roll,Asian,11.95,0,1
1371,2023-01-23,Hamburger,American,12.95,0,1
1372,2023-01-23,Orange Chicken,Asian,16.5,0,1
1372,2023-01-23,Pork Ramen,Asian,17.95,0,1
1373,2023-01-23,Edamame,Asian,5.0,0,1
1373,2023-01-23,Chips & Salsa,Mexican,7.0,0,1
1374,2023-01-23,Korean Beef Bowl,Asian,17.95,0,1
1374,2023-01-23,Potstickers,Asian,9.0,0,1
1375,2023-01-23,Hamburger,American,12.95,0,1
1375,2023-01-23,Hamburger,American,12.95,0,1
1375,2023-01-23,Orange Chicken,Asian,16.5,0,1
1376,2023-01-23,Chicken Torta,Mexican,11.95,0,1
1377,2023-01-23,Orange Chicken,Asian,16.5,0,1
1377,2023-01-23,Spaghetti & Meatballs,Italian,17.95,0,1
1377,2023-01-23,Meat Lasagna,Italian,17.95,0,1
1377,2023-01-23,Cheese Lasagna,Italian,15.5,0,1
1378,2023-01-23,Hamburger,American,12.95,0,1
1378,2023-01-23,Spaghetti & Meatballs,Italian,17.95,0,1
1379,2023-01-23,Spaghetti & Meatballs,Italian,17.95,0,1
1379,2023-01-23,Chicken Torta,Mexican,11.95,0,1
1379,2023-01-23,Cheese Quesadillas,Mexican,10.5,0,1
1380,2023-01-23,Chicken Burrito,Mexican,12.95,0,1
1380,2023-01-23,Edamame,Asian,5.0,0,1
1380,2023-01-23,Mac & Cheese,American,7.0,0,1
1381,2023-01-23,Cheeseburger,American,13.95,0,1
1381,2023-01-23,Chicken Parmesan,Italian,17.95,0,1
1381,2023-01-23,French Fries,American,7.0,0,1
1382,2023-01-23,Korean Beef Bowl,Asian,17.95,0,1
1382,2023-01-23,Mushroom Ravioli,Italian,15.5,0,1
1382,2023-01-23,Edamame,Asian,5.0,0,1
1383,2023-01-23,Spaghetti,Italian,14.5,0,1
1384,2023-01-23,Tofu Pad Thai,Asian,14.5,0,1
1384,2023-01-23,Eggplant Parmesan,Italian,16.95,0,1
1385,2023-01-23,Veggie Burger,American,10.5,0,1
1385,2023-01-23,Salmon Roll,Asian,14.95,0,1
1386,2023-01-23,Hamburger,American,12.95,0,1
1386,2023-01-23,Pork Ramen,Asian,17.95,0,1
1387,2023-01-23,California Roll,Asian,11.95,0,1
1387,2023-01-23,Steak Torta,Mexican,13.95,0,1
1387,2023-01-23,French Fries,American,7.0,0,1
1388,2023-01-23,Cheeseburger,American,13.95,0,1
1389,2023-01-23,Tofu Pad Thai,Asian,14.5,0,1
1390,2023-01-24,French Fries,American,7.0,1,1
1391,2023-01-24,Chicken Burrito,Mexican,12.95,1,1
1391,2023-01-24,Cheese Quesadillas,Mexican,10.5,1,1
1391,2023-01-24,Chips & Guacamole,Mexican,9.0,1,1
1391,2023-01-24,Chips & Guacamole,Mexican,9.0,1,1
1392,2023-01-24,Fettuccine Alfredo,Italian,14.5,1,1
1392,2023-01-24,California Roll,Asian,11.95,1,1
1393,2023-01-24,Hamburger,American,12.95,1,1
1393,2023-01-24,French Fries,American,7.0,1,1
1394,2023-01-24,Korean Beef Bowl,Asian,17.95,1,1
1395,2023-01-24,French Fries,American,7.0,1,1
1396,2023-01-24,Veggie Burger,American,10.5,1,1
1397,2023-01-24,Spaghetti,Italian,14.5,1,1
1398,2023-01-24,Tofu Pad Thai,Asian,14.5,1,1
1398,2023-01-24,Korean Beef Bowl,Asian,17.95,1,1
1398,2023-01-24,Shrimp Scampi,Italian,19.95,1,1
1398,2023-01-24,Shrimp Scampi,Italian,19.95,1,1
1398,2023-01-24,French Fries,American,7.0,1,1
1398,2023-01-24,French Fries,American,7.0,1,1
1399,2023-01-24,Orange Chicken,Asian,16.5,1,1
1399,2023-01-24,California Roll,Asian,11.95,1,1
1399,2023-01-24,Chicken Torta,Mexican,11.95,1,1
1399,2023-01-24,French Fries,American,7.0,1,1
1400,2023-01-24,Tofu Pad Thai,Asian,14.5,1,1
1401,2023-01-24,French Fries,American,7.0,1,1
1402,2023-01-24,Tofu Pad Thai,Asian,14.5,1,1
1402,2023-01-24,Korean Beef Bowl,Asian,17.95,1,1
1402,2023-01-24,Cheese Quesadillas,Mexican,10.5,1,1
1403,2023-01-24,Mushroom Ravioli,Italian,15.5,1,1
1404,2023-01-24,Fettuccine Alfredo,Italian,14.5,1,1
1404,2023-01-24,Steak Burrito,Mexican,14.95,1,1
1405,2023-01-24,Hamburger,American,12.95,1,1
1405,2023-01-24,Cheeseburger,American,13.95,1,1
1405,2023-01-24,Steak Torta,Mexican,13.95,1,1
1406,2023-01-24,Tofu Pad Thai,Asian,14.5,1,1
1407,2023-01-24,Mushroom Ravioli,Italian,15.5,1,1
1408,2023-01-24,Salmon Roll,Asian,14.95,1,1
1408,2023-01-24,Chips & Guacamole,Mexican,9.0,1,1
1409,2023-01-24,Chicken Torta,Mexican,11.95,1,1
1410,2023-01-24,Orange Chicken,Asian,16.5,1,1
1410,2023-01-24,Meat Lasagna,Italian,17.95,1,1
1410,2023-01-24,Steak Torta,Mexican,13.95,1,1
1411,2023-01-24,Edamame,Asian,5.0,1,1
1411,2023-01-24,Shrimp Scampi,Italian,19.95,1,1
1411,2023-01-24,Chips & Guacamole,Mexican,9.0,1,1
1412,2023-01-24,Spaghetti,Italian,14.5,1,1
1412,2023-01-24,Chicken Parmesan,Italian,17.95,1,1
1413,2023-01-24,Korean Beef Bowl,Asian,17.95,1,1
1413,2023-01-24,Chicken Burrito,Mexican,12.95,1,1
1413,2023-01-24,Chicken Torta,Mexican,11.95,1,1
1413,2023-01-24,Steak Torta,Mexican,13.95,1,1
1414,2023-01-24,Steak Torta,Mexican,13.95,1,1
1415,2023-01-24,Mushroom Ravioli,Italian,15.5,1,1
1416,2023-01-24,Cheeseburger,American,13.95,1,1
1416,2023-01-24,Steak Burrito,Mexican,14.95,1,1
1416,2023-01-24,Chicken Torta,Mexican,11.95,1,1
1416,2023-01-24,Cheese Quesadillas,Mexican,10.5,1,1
1417,2023-01-24,Pork Ramen,Asian,17.95,1,1
1417,2023-01-24,Chicken Burrito,Mexican,12.95,1,1
1417,2023-01-24,Mushroom Ravioli,Italian,15.5,1,1
1417,2023-01-24,California Roll,Asian,11.95,1,1
1418,2023-01-24,Steak Torta,Mexican,13.95,1,1
1419,2023-01-24,California Roll,Asian,11.95,1,1
1419,2023-01-24,Eggplant Parmesan,Italian,16.95,1,1
1420,2023-01-24,Chicken Tacos,Mexican,11.95,1,1
1420,2023-01-24,Steak Tacos,Mexican,13.95,1,1
1420,2023-01-24,Shrimp Scampi,Italian,19.95,1,1
1421,2023-01-24,Chips & Salsa,Mexican,7.0,1,1
1422,2023-01-24,Mushroom Ravioli,Italian,15.5,1,1
1422,2023-01-24,French Fries,American,7.0,1,1
1423,2023-01-24,Orange Chicken,Asian,16.5,1,1
1423,2023-01-24,Tofu Pad Thai,Asian,14.5,1,1
1423,2023-01-24,Chicken Torta,Mexican,11.95,1,1
1424,2023-01-24,Steak Burrito,Mexican,14.95,1,1
1424,2023-01-24,Eggplant Parmesan,Italian,16.95,1,1
1425,2023-01-24,Cheeseburger,American,13.95,1,1
1425,2023-01-24,Cheese Lasagna,Italian,15.5,1,1
1425,2023-01-24,French Fries,American,7.0,1,1
1426,2023-01-24,Steak Burrito,Mexican,14.95,1,1
1427,2023-01-24,Spaghetti,Italian,14.5,1,1
1427,2023-01-24,Chicken Burrito,Mexican,12.95,1,1
1427,2023-01-24,Chicken Torta,Mexican,11.95,1,1
1428,2023-01-24,Veggie Burger,American,10.5,1,1
1428,2023-01-24,Eggplant Parmesan,Italian,16.95,1,1
1429,2023-01-24,Tofu Pad Thai,Asian,14.5,1,1
1429,2023-01-24,Spaghetti,Italian,14.5,1,1
1429,2023-01-24,Salmon Roll,Asian,14.95,1,1
1429,2023-01-24,Steak Burrito,Mexican,14.95,1,1
1430,2023-01-24,Cheeseburger,American,13.95,1,1
1430,2023-01-24,Meat Lasagna,Italian,17.95,1,1
1431,2023-01-24,Mushroom Ravioli,Italian,15.5,1,1
1432,2023-01-24,Cheeseburger,American,13.95,1,1
1432,2023-01-24,Chicken Burrito,Mexican,12.95,1,1
1432,2023-01-24,Meat Lasagna,Italian,17.95,1,1
1433,2023-01-24,Pork Ramen,Asian,17.95,1,1
1433,2023-01-24,Chicken Torta,Mexican,11.95,1,1
1434,2023-01-24,Chicken Tacos,Mexican,11.95,1,1
1434,2023-01-24,Mushroom Ravioli,Italian,15.5,1,1
1435,2023-01-24,Chicken Burrito,Mexican,12.95,1,1
1435,2023-01-24,Chicken Torta,Mexican,11.95,1,1
1435,2023-01-24,Steak Torta,Mexican,13.95,1,1
1435,2023-01-24,Potstickers,Asian,9.0,1,1
1436,2023-01-24,Fettuccine Alfredo,Italian,14.5,1,1
1436,2023-01-24,Shrimp Scampi,Italian,19.95,1,1
1436,2023-01-24,Potstickers,Asian,9.0,1,1
1437,2023-01-24,Hamburger,American,12.95,1,1
1438,2023-01-24,Fettuccine Alfredo,Italian,14.5,1,1
1438,2023-01-24,Chicken Burrito,Mexican,12.95,1,1
1439,2023-01-24,Steak Burrito,Mexican,14.95,1,1
1439,2023-01-24,Eggplant Parmesan,Italian,16.95,1,1
1440,2023-01-24,Tofu Pad Thai,Asian,14.5,1,1
1441,2023-01-24,Chicken Burrito,Mexican,12.95,1,1
1441,2023-01-24,Mac & Cheese,American,7.0,1,1
1442,2023-01-24,Hot Dog,American,9.0,1,1
1442,2023-01-24,Chicken Parmesan,Italian,17.95,1,1
1442,2023-01-24,Chicken Parmesan,Italian,17.95,1,1
1442,2023-01-24,Eggplant Parmesan,Italian,16.95,1,1
1443,2023-01-24,Tofu Pad Thai,Asian,14.5,1,1
1443,2023-01-24,Edamame,Asian,5.0,1,1
1444,2023-01-24,Pork Ramen,Asian,17.95,1,1
1445,2023-01-24,Orange Chicken,Asian,16.5,1,1
1445,2023-01-24,Steak Tacos,Mexican,13.95,1,1
1445,2023-01-24,Cheeseburger,American,13.95,1,1
1445,2023-01-24,French Fries,American,7.0,1,1
1446,2023-01-24,Hot Dog,American,9.0,1,1
1446,2023-01-24,California Roll,Asian,11.95,1,1
1447,2023-01-24,Spaghetti & Meatballs,Italian,17.95,1,1
1447,2023-01-24,Chicken Torta,Mexican,11.95,1,1
1448,2023-01-24,Chicken Burrito,Mexican,12.95,1,1
1449,2023-01-24,Mac & Cheese,American,7.0,1,1
1449,2023-01-24,Chips & Salsa,Mexican,7.0,1,1
1450,2023-01-24,Hamburger,American,12.95,1,1
1450,2023-01-24,Hamburger,American,12.95,1,1
1450,2023-01-24,Spaghetti,Italian,14.5,1,1
1450,2023-01-24,Edamame,Asian,5.0,1,1
1451,2023-01-24,Spaghetti,Italian,14.5,1,1
1451,2023-01-24,Spaghetti & Meatballs,Italian,17.95,1,1
1451,2023-01-24,Korean Beef Bowl,Asian,17.95,1,1
1451,2023-01-24,Salmon Roll,Asian,14.95,1,1
1452,2023-01-24,Cheese Lasagna,Italian,15.5,1,1
1452,2023-01-24,Chicken Torta,Mexican,11.95,1,1
1453,2023-01-25,Steak Tacos,Mexican,13.95,2,1
1453,2023-01-25,Cheese Quesadillas,Mexican,10.5,2,1
1453,2023-01-25,Mac & Cheese,American,7.0,2,1
1453,2023-01-25,French Fries,American,7.0,2,1
1454,2023-01-25,Korean Beef Bowl,Asian,17.95,2,1
1454,2023-01-25,Potstickers,Asian,9.0,2,1
1455,2023-01-25,Korean Beef Bowl,Asian,17.95,2,1
1456,2023-01-25,Hamburger,American,12.95,2,1
1457,2023-01-25,Hamburger,American,12.95,2,1
1457,2023-01-25,Orange Chicken,Asian,16.5,2,1
1457,2023-01-25,Chicken Tacos,Mexican,11.95,2,1
1457,2023-01-25,Tofu Pad Thai,Asian,14.5,2,1
1457,2023-01-25,Spaghetti,Italian,14.5,2,1
1457,2023-01-25,Salmon Roll,Asian,14.95,2,1
1457,2023-01-25,Mac & Cheese,American,7.0,2,1
1457,2023-01-25,Chips & Salsa,Mexican,7.0,2,1
1457,2023-01-25,French Fries,American,7.0,2,1
1457,2023-01-25,Eggplant Parmesan,Italian,16.95,2,1
1458,2023-01-25,Cheeseburger,American,13.95,2,1
1458,2023-01-25,Pork Ramen,Asian,17.95,2,1
1458,2023-01-25,California Roll,Asian,11.95,2,1
1458,2023-01-25,Chicken Torta,Mexican,11.95,2,1
1459,2023-01-25,Cheese Lasagna,Italian,15.5,2,1
1459,2023-01-25,Mushroom Ravioli,Italian,15.5,2,1
1460,2023-01-25,Chips & Guacamole,Mexican,9.0,2,1
1461,2023-01-25,Tofu Pad Thai,Asian,14.5,2,1
1461,2023-01-25,Spaghetti & Meatballs,Italian,17.95,2,1
1461,2023-01-25,Cheese Lasagna,Italian,15.5,2,1
1461,2023-01-25,California Roll,Asian,11.95,2,1
1461,2023-01-25,Chicken Parmesan,Italian,17.95,2,1
1462,2023-01-25,Chicken Parmesan,Italian,17.95,2,1
1463,2023-01-25,Mushroom Ravioli,Italian,15.5,2,1
1464,2023-01-25,Hamburger,American,12.95,2,1
1465,2023-01-25,Korean Beef Bowl,Asian,17.95,2,1
1465,2023-01-25,Steak Burrito,Mexican,14.95,2,1
1466,2023-01-25,Edamame,Asian,5.0,2,1
1466,2023-01-25,French Fries,American,7.0,2,1
1467,2023-01-25,Hamburger,American,12.95,2,1
1468,2023-01-25,Hamburger,American,12.95,2,1
1468,2023-01-25,Steak Burrito,Mexican,14.95,2,1
1469,2023-01-25,Steak Tacos,Mexican,13.95,2,1
1469,2023-01-25,Chicken Torta,Mexican,11.95,2,1
1470,2023-01-25,Hamburger,American,12.95,2,1
1470,2023-01-25,Steak Torta,Mexican,13.95,2,1
1471,2023-01-25,Orange Chicken,Asian,16.5,2,1
1471,2023-01-25,Steak Tacos,Mexican,13.95,2,1
1471,2023-01-25,Cheeseburger,American,13.95,2,1
1471,2023-01-25,Spaghetti & Meatballs,Italian,17.95,2,1
1472,2023-01-25,Mushroom Ravioli,Italian,15.5,2,1
1472,2023-01-25,Eggplant Parmesan,Italian,16.95,2,1
1473,2023-01-25,Chicken Torta,Mexican,11.95,2,1
1473,2023-01-25,Chicken Torta,Mexican,11.95,2,1
